Date & Time,Threshold,Total Test Images,Correct,Mispredicted,Unpredicted,Accuracy,Training Time,Testing Time,EigenValue #0,EigenValue #1,EigenValue #2,EigenValue #3,EigenValue #4,EigenValue #5,EigenValue #6,EigenValue #7,EigenValue #8,EigenValue #9
2016-12-28_17:30,27000,605,144,461,0,23.8017,8369,137,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:32,28000,605,144,461,0,23.8017,8369,140,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:35,29000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:37,30000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:39,31000,605,144,461,0,23.8017,8369,135,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:41,32000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:43,33000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:46,34000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:48,35000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:50,36000,605,144,461,0,23.8017,8369,129,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:52,37000,605,144,461,0,23.8017,8369,140,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:54,38000,605,144,461,0,23.8017,8369,132,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:57,39000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_17:59,40000,605,144,461,0,23.8017,8369,128,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:01,41000,605,144,461,0,23.8017,8369,129,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:03,42000,605,144,461,0,23.8017,8369,128,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:05,43000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:07,44000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:10,45000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:12,46000,605,144,461,0,23.8017,8369,128,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:14,47000,605,144,461,0,23.8017,8369,128,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:16,48000,605,144,461,0,23.8017,8369,139,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:18,49000,605,144,461,0,23.8017,8369,128,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:21,50000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:23,51000,605,144,461,0,23.8017,8369,126,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:25,52000,605,144,461,0,23.8017,8369,128,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:27,53000,605,144,461,0,23.8017,8369,129,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:29,54000,605,144,461,0,23.8017,8369,133,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:31,55000,605,144,461,0,23.8017,8369,133,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:33,56000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:36,57000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:38,58000,605,144,461,0,23.8017,8369,132,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:40,59000,605,144,461,0,23.8017,8369,127,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:42,60000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:44,61000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:47,62000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:49,63000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:51,64000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:53,65000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:55,66000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_18:57,67000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:00,68000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:02,69000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:04,70000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:06,71000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:08,72000,605,144,461,0,23.8017,8369,132,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:11,73000,605,144,461,0,23.8017,8369,133,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:13,74000,605,144,461,0,23.8017,8369,132,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:15,75000,605,144,461,0,23.8017,8369,133,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:17,76000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:19,77000,605,144,461,0,23.8017,8369,132,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:22,78000,605,144,461,0,23.8017,8369,132,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:24,79000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:26,80000,605,144,461,0,23.8017,8369,137,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:28,81000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:30,82000,605,144,461,0,23.8017,8369,133,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:33,83000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:35,84000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:37,85000,605,144,461,0,23.8017,8369,127,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:39,86000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:41,87000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:43,88000,605,144,461,0,23.8017,8369,126,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:45,89000,605,144,461,0,23.8017,8369,129,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:48,90000,605,144,461,0,23.8017,8369,129,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:50,91000,605,144,461,0,23.8017,8369,132,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:52,92000,605,144,461,0,23.8017,8369,128,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:54,93000,605,144,461,0,23.8017,8369,125,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:56,94000,605,144,461,0,23.8017,8369,127,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_19:58,95000,605,144,461,0,23.8017,8369,130,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_20:00,96000,605,144,461,0,23.8017,8369,124,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_20:03,97000,605,144,461,0,23.8017,8369,131,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_20:05,98000,605,144,461,0,23.8017,8369,129,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_20:07,99000,605,144,461,0,23.8017,8369,129,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
2016-12-28_20:09,100000,605,144,461,0,23.8017,8369,133,8.12501e+06,5.8823e+06,4.6104e+06,2.22808e+06,1.47863e+06,1.13281e+06,934757,874801,634226,520690
